,F,TSLA,GOOG,IBM,AAPL
2016-09-06,11.2566,202.83,780.08,148.2193,104.2567
2016-09-07,11.2833,201.71,780.35,149.4117,104.8956
2016-09-08,11.31,197.36,775.32,146.9714,102.1464
2016-09-09,10.999,194.47,759.66,143.9118,99.8328
2016-09-12,11.2833,198.3,769.02,146.3151,102.0689
2016-09-13,10.999,196.05,759.69,144.0227,104.4987
2016-09-14,10.7858,196.41,762.49,142.3959,108.1965
2016-09-15,10.7591,200.42,771.76,143.8841,111.875
2016-09-16,10.7591,205.4,768.88,142.2018,111.2458
2016-09-19,10.7591,206.34,765.7,143.1539,109.9487
2016-09-20,10.6614,204.64,771.41,142.7656,109.939
2016-09-21,10.7413,205.22,776.22,143.7639,109.9196
2016-09-22,10.8213,206.43,787.21,144.3,110.9554
2016-09-23,10.8124,207.45,786.9,143.2555,109.1065
2016-09-26,10.6703,208.99,774.21,142.3312,109.2711
2016-09-27,10.6436,205.81,783.01,144.9101,109.4743
2016-09-28,10.7413,206.27,781.56,146.3151,110.3068
2016-09-29,10.6347,200.7,775.01,146.1487,108.5934
2016-09-30,10.7236,204.03,777.29,146.8328,109.4356
2016-10-03,10.7502,213.7,772.56,145.6866,108.9226
2016-10-04,10.8391,211.41,776.43,144.6236,109.3872
2016-10-05,11.0878,208.46,776.47,145.1967,109.4356
2016-10-06,11.0079,201.0,776.86,145.0118,110.2488
2016-10-07,10.919,196.61,775.08,143.8933,110.4133
2016-10-10,10.768,200.95,785.94,145.1412,112.3397
2016-10-11,10.6525,200.1,783.07,143.0799,112.5817
2016-10-12,10.6258,201.51,786.14,142.6177,113.5885
2016-10-13,10.5814,200.24,778.19,142.0909,113.24
2016-10-14,10.5814,196.51,778.53,142.7656,113.8692
2016-10-17,10.5548,193.96,779.96,143.0614,113.7917
2016-10-18,10.5637,199.1,795.26,139.3178,113.7143
2016-10-19,10.6703,203.56,801.56,139.817,113.3755
2016-10-20,10.6347,199.1,796.97,140.0573,113.3174
2016-10-21,10.6792,200.09,799.37,138.3103,112.8721
2016-10-24,10.8302,202.76,813.11,139.1792,113.8885
2016-10-25,10.6593,202.34,807.67,139.4657,114.4694
2016-10-26,10.6863,202.24,799.07,140.3253,111.8944
2016-10-27,10.5603,204.01,795.35,141.7488,110.8199
2016-10-28,10.5423,199.97,795.37,141.0648,110.0842
2016-10-31,10.5603,197.73,784.54,142.0631,109.91
2016-11-01,10.4434,190.79,783.61,141.2312,107.9255
2016-11-02,10.2545,188.02,768.7,140.4548,108.0223
2016-11-03,10.2095,187.42,762.13,140.843,106.8644
2016-11-04,10.2005,190.56,762.02,140.8984,105.9012
2016-11-07,10.4164,193.21,782.52,143.9396,107.4288
2016-11-08,10.3265,194.94,790.51,144.7323,108.0612
2016-11-09,10.4164,190.06,785.31,144.3965,107.8861
2016-11-10,10.7402,185.35,762.56,149.4426,104.8795
2016-11-11,11.0461,188.56,754.02,150.422,105.5022
2016-11-14,10.8482,181.45,736.08,147.5678,102.8557
2016-11-15,10.8302,183.77,758.49,147.9969,104.2179
2016-11-16,10.7942,183.93,764.48,148.5752,107.0201
2016-11-17,10.6773,188.66,771.23,149.0509,106.9812
2016-11-18,10.5783,185.02,760.54,149.6012,107.0882
2016-11-21,10.6053,184.52,769.2,151.8211,108.7131
2016-11-22,10.6953,191.17,768.27,151.7278,108.7812
2016-11-23,10.7043,193.14,760.99,151.0842,108.2266
2016-11-25,10.8302,196.65,761.68,152.1662,108.7715
2016-11-28,10.7222,196.12,768.24,153.4534,108.5574
2016-11-29,10.7222,189.57,770.84,152.53,108.4504
2016-11-30,10.7582,189.4,758.04,151.3081,107.5358
2016-12-01,11.181,181.88,747.92,149.0695,106.5336
2016-12-02,11.0101,181.47,750.5,149.2561,106.9325
2016-12-05,11.19,186.8,762.52,149.0882,106.1639
2016-12-06,11.2979,185.85,759.11,149.5639,106.9812
2016-12-07,11.7477,193.15,771.19,153.7052,108.032
2016-12-08,11.7207,192.29,776.42,154.2369,109.0926
2016-12-09,11.8466,192.18,789.29,155.3188,110.8732
2016-12-12,11.5318,192.43,789.27,154.3674,110.2407
2016-12-13,11.4868,198.15,796.1,156.9698,112.0797
2016-12-14,11.271,198.69,797.07,157.175,112.0797
2016-12-15,11.3159,197.58,797.85,156.7179,112.6927
2016-12-16,11.3609,202.49,790.8,155.5147,112.8386
2016-12-19,11.3879,202.73,794.2,155.4681,113.4905
2016-12-20,11.4958,208.79,796.42,156.3262,113.7922
2016-12-21,11.3699,207.7,794.56,156.0743,113.8992
2016-12-22,11.154,208.45,791.26,155.8225,113.15
2016-12-23,11.208,213.34,789.91,155.496,113.3738
2016-12-27,11.145,219.53,791.55,155.8971,114.0938
2016-12-28,11.0191,219.74,785.05,155.011,113.6073
2016-12-29,11.0011,214.68,782.79,155.3934,113.5781
2016-12-30,10.9111,213.69,771.82,154.8245,112.6927
2017-01-03,11.3249,216.99,786.14,155.9438,113.0138
2017-01-04,11.8466,226.99,786.9,157.8745,112.8873
2017-01-05,11.4868,226.75,794.02,157.3522,113.4614
2017-01-06,11.4778,229.01,806.15,158.1264,114.7263
2017-01-09,11.3609,231.28,806.65,156.3728,115.7771
2017-01-10,11.5588,229.87,804.79,154.3861,115.8939
2017-01-11,11.3969,229.73,807.91,156.4661,116.5166
2017-01-12,11.3249,229.59,806.36,156.6526,116.0301
2017-01-13,11.3609,237.75,807.88,156.0837,115.8257
2017-01-17,11.3429,235.58,804.61,156.5967,116.7598
2017-01-18,11.3424,238.36,806.07,155.58,116.7501
2017-01-19,11.3606,243.76,802.175,155.5893,116.5458
2017-01-20,11.2967,244.73,805.02,159.0778,116.7598
2017-01-23,11.251,248.92,819.31,159.5255,116.8377
2017-01-24,11.5252,254.61,823.87,164.0679,116.7306
2017-01-25,11.6897,254.47,835.67,166.2971,118.5891
2017-01-26,11.3058,252.51,832.15,166.6422,118.6474
2017-01-27,11.4155,252.95,823.31,165.3737,118.6572
2017-01-30,11.3058,250.63,802.32,163.9746,118.3458
2017-01-31,11.2967,251.93,796.79,162.7807,118.0734
2017-02-01,11.2601,249.24,795.695,162.5662,125.2736
2017-02-02,11.2235,251.55,798.53,162.8367,125.0595
2017-02-03,11.4795,251.33,801.49,163.9933,125.5947
2017-02-06,11.4429,257.77,801.34,164.0306,126.772
2017-02-07,11.2784,257.48,806.97,166.4557,127.9785
2017-02-08,11.3149,262.08,808.38,165.619,128.4747
2017-02-09,11.3149,269.2,809.56,166.5967,129.4031
2017-02-10,11.4338,269.23,813.67,167.9787,129.1099
2017-02-13,11.4795,280.6,819.24,168.6179,130.2533
2017-02-14,11.5617,280.98,820.45,169.3418,131.9439
2017-02-15,11.5434,279.76,818.98,170.799,132.4227
2017-02-16,11.4612,268.95,824.16,170.564,132.2615
2017-02-17,11.4977,272.23,828.07,169.8495,132.6279
2017-02-21,11.5983,277.39,831.66,169.464,133.5856
2017-02-22,11.58,273.51,830.76,170.3007,133.9862
2017-02-23,11.4795,255.99,831.33,170.7708,133.4195
2017-02-24,11.3972,257.0,828.64,170.4888,133.5465
2017-02-27,11.5709,246.23,829.28,168.6555,133.8103
2017-02-28,11.452,249.99,823.21,169.0504,133.869
2017-03-01,11.5983,250.02,835.24,171.0528,136.6052
2017-03-02,11.5709,250.48,830.63,169.7179,135.7941
2017-03-03,11.5617,251.57,829.08,169.2666,136.5954
2017-03-06,11.4429,251.21,827.78,169.6615,136.1654
2017-03-07,11.3881,248.59,831.91,169.5769,136.3413
2017-03-08,11.452,246.87,835.37,168.7026,135.8332
2017-03-09,11.4246,244.9,838.68,166.5685,135.5205
2017-03-10,11.452,243.69,843.25,167.1796,135.97
2017-03-13,11.4612,246.17,845.54,165.8916,136.0286
2017-03-14,11.4703,258.0,845.62,165.1959,135.8234
2017-03-15,11.5617,255.73,847.2,165.2806,137.2599
2017-03-16,11.6074,262.05,848.78,166.6249,137.4847
2017-03-17,11.4063,261.5,852.12,165.1301,136.8006
2017-03-20,11.2235,261.92,848.4,165.1771,138.2371
2017-03-21,10.7117,250.68,830.46,163.4661,136.6541
2017-03-22,10.7574,255.01,829.59,164.3122,138.1981
2017-03-23,10.666,254.78,817.58,164.3498,137.7094
2017-03-24,10.6203,263.16,814.43,163.4191,137.4358
2017-03-27,10.4741,270.22,819.51,163.3627,137.6704
2017-03-28,10.6477,277.45,820.92,164.0584,140.5238
2017-03-29,10.6752,277.38,831.41,163.5225,140.8365
2017-03-30,10.6752,277.92,831.5,163.4473,140.6509
2017-03-31,10.6386,278.3,829.56,163.7106,140.387
2017-04-03,10.4558,298.52,838.55,164.049,140.4261
2017-04-04,10.3918,303.7,834.57,164.0678,141.4717
2017-04-05,10.2913,295.0,831.41,162.526,140.7388
2017-04-06,10.3004,298.7,827.88,162.1218,140.387
2017-04-07,10.2639,302.54,824.67,161.8304,140.0743
2017-04-10,10.2822,312.39,824.73,160.9467,139.9082
2017-04-11,10.3096,308.71,823.35,160.3638,138.4033
2017-04-12,10.2639,296.84,824.32,160.439,138.5694
2017-04-13,10.1542,304.0,823.56,159.3767,137.8365
2017-04-17,10.3096,301.44,837.17,160.8526,138.5987
2017-04-18,10.3188,300.25,836.82,159.8655,137.9831
2017-04-19,10.3652,305.52,838.21,152.0062,137.4749
2017-04-20,10.6245,302.51,841.65,152.5797,139.1948
2017-04-21,10.5041,305.6,843.19,150.7747,139.0287
2017-04-24,10.5875,308.03,862.76,151.1225,140.3675
2017-04-25,10.6338,313.79,872.3,150.7841,141.2372
2017-04-26,10.7449,310.17,871.73,150.4738,140.4066
2017-04-27,10.6245,308.63,874.25,150.7183,140.5141
2017-04-28,10.6245,314.07,905.96,150.6901,140.3772
2017-05-01,10.5782,322.83,912.57,149.3269,143.2405
2017-05-02,10.1151,318.89,916.44,149.5713,144.1493
2017-05-03,10.254,311.02,927.04,149.1295,143.7096
2017-05-04,10.1892,295.46,931.66,149.5243,143.1916
2017-05-05,10.3188,308.35,927.13,145.7639,145.5663
2017-05-08,10.3096,307.19,934.3,145.2702,149.524
2017-05-09,10.3374,321.26,932.17,144.3969,150.4817
2017-05-10,10.2262,325.22,928.78,143.5805,149.7683
2017-05-11,10.1984,323.1,930.6,143.0109,151.0636
2017-05-12,10.1151,324.81,932.22,142.7451,153.1733
2017-05-15,10.1336,315.88,937.08,143.8273,152.7808
2017-05-16,10.1336,317.01,943.0,145.8873,152.5551
2017-05-17,9.9669,306.11,919.62,143.2767,147.433
2017-05-18,9.9946,313.06,930.24,143.1343,149.68
2017-05-19,10.0687,310.83,934.01,144.2735,150.1903
2017-05-22,10.2818,310.35,941.86,144.9,151.1029
2017-05-23,10.2355,303.86,948.82,144.3209,150.9164
2017-05-24,10.1521,310.22,954.96,144.7766,150.465
2017-05-25,10.0595,316.83,969.54,145.4316,150.9851
2017-05-26,10.1243,325.14,971.47,144.7576,150.73
2017-05-30,10.2633,335.1,975.88,144.0361,150.7889
2017-05-31,10.3003,341.01,964.86,144.8905,149.8959
2017-06-01,10.5689,340.37,966.95,144.9285,150.308
2017-06-02,10.5134,339.85,975.6,144.3399,152.5355
2017-06-05,10.4207,347.32,983.68,144.6817,151.044
2017-06-06,10.3003,352.85,976.57,144.6437,151.5542
2017-06-07,10.254,359.65,981.08,143.3242,152.457
2017-06-08,10.2818,370.0,983.41,144.3874,152.0841
2017-06-09,10.3096,357.32,949.83,146.286,146.1868
2017-06-12,10.4485,359.01,942.9,147.3112,142.6935
2017-06-13,10.4393,375.95,953.4,146.4284,143.8416
2017-06-14,10.3929,380.66,950.76,146.0107,142.4384
2017-06-15,10.4115,375.34,942.31,146.3999,141.5847
2017-06-16,10.3929,371.4,939.78,147.5011,139.6026
2017-06-19,10.4115,369.8,957.37,146.9884,143.5963
2017-06-20,10.3003,372.24,950.63,147.0929,142.2912
2017-06-21,10.2262,376.4,959.45,145.9917,143.1351
2017-06-22,10.3096,382.61,957.09,146.5707,142.8996
2017-06-23,10.2262,383.45,965.59,146.2955,143.5374
2017-06-26,10.3559,377.49,952.27,147.3587,143.086
2017-06-27,10.2633,362.37,927.33,146.903,141.0352
2017-06-28,10.2725,371.24,940.49,147.4441,143.0958
2017-06-29,10.3466,360.75,917.79,146.3144,140.9862
2017-06-30,10.3652,361.61,908.73,146.0297,141.3198
2017-07-03,10.7079,352.62,898.7,147.6909,140.8095
2017-07-05,10.467,327.09,911.71,145.8778,141.3885
2017-07-06,10.3559,308.83,906.69,144.6342,140.054
2017-07-07,10.43,313.22,918.59,145.1848,141.4768
2017-07-10,10.5041,316.05,928.8,145.6404,142.3403
2017-07-11,10.5412,327.22,930.09,145.4221,142.8015
2017-07-12,10.6245,329.52,943.83,145.9062,143.0075
2017-07-13,10.7449,323.41,947.16,145.8398,144.9995
2017-07-14,10.819,327.78,955.99,146.4189,146.2457
2017-07-17,10.8746,319.57,953.42,145.2512,146.7559
2017-07-18,10.8839,328.24,965.4,146.191,147.2662
2017-07-19,10.958,325.26,970.89,140.0491,148.1885
2017-07-20,10.9767,329.92,968.15,140.1725,147.5213
2017-07-21,10.8173,328.4,972.92,139.6219,147.4526
2017-07-24,10.5921,342.52,980.34,138.5872,149.2385
2017-07-25,10.5733,339.6,950.7,138.7771,149.8763
2017-07-26,10.3763,343.85,947.8,137.9891,150.5828
2017-07-27,10.4889,334.46,934.09,137.7138,147.7372
2017-07-28,10.4795,335.07,941.53,136.9734,146.697
2017-07-31,10.5264,323.47,930.5,137.3341,145.9415
2017-08-01,10.2731,319.57,930.83,137.7993,155.6166
2017-08-02,10.32,325.89,930.39,137.1253,154.1938
2017-08-03,10.2543,347.09,923.65,137.5904,152.6532
2017-08-04,10.2731,356.91,927.96,137.7993,153.4579
2017-08-07,10.245,355.17,929.36,136.195,155.8325
2017-08-08,10.2168,365.22,926.79,136.3293,157.0787
2017-08-09,10.245,363.53,922.9,136.0031,158.0403
2017-08-10,10.1042,355.4,907.24,136.0702,153.0065
2017-08-11,10.1042,357.87,914.39,136.0702,155.1343
2017-08-14,10.2356,363.8,922.67,136.5307,157.469
2017-08-15,10.1699,362.33,922.22,136.2909,159.1929
2017-08-16,10.1324,362.91,926.96,136.7034,158.5526
2017-08-17,9.9823,351.92,910.98,134.9766,155.5086
2017-08-18,9.9072,347.46,910.67,134.0173,155.154
2017-08-21,9.9166,337.86,906.66,134.6217,154.8683
2017-08-22,9.9917,341.35,924.69,135.274,157.4
2017-08-23,10.0479,352.77,927.0,136.358,157.5971
2017-08-24,10.0479,352.93,921.28,137.1255,156.8976
2017-08-25,10.1511,348.05,915.89,137.893,157.4789
2017-08-28,10.123,345.66,913.81,136.713,159.0649
2017-08-29,10.1699,347.36,921.29,137.3174,160.4834
2017-08-30,10.2637,353.18,929.57,136.761,160.9169
2017-08-31,10.3482,355.9,939.33,137.2118,161.5572
2017-09-01,10.6484,355.4,937.34,138.2191,161.6064
2017-09-05,10.6578,349.59,928.45,137.2214,159.6658
2017-09-06,10.7891,344.53,927.81,137.9697,159.4983
2017-09-07,10.6953,350.61,935.95,137.0871,158.858
2017-09-08,10.6578,343.4,926.5,136.6554,156.2672
2017-09-11,10.7047,363.69,929.08,138.9674,159.0944
2017-09-12,10.8735,362.75,932.07,139.8308,158.464
2017-09-13,10.9017,366.23,935.09,140.0514,157.272
2017-09-14,10.8454,377.64,925.11,139.6197,155.9224
2017-09-15,10.9017,379.81,920.29,138.929,157.4986
2017-09-18,10.9111,385.0,915.0,138.67,156.3066
2017-09-19,10.9955,375.1,921.81,138.5165,156.3657
2017-09-20,10.9861,373.91,931.58,139.9459,153.7453
2017-09-21,10.9955,366.48,932.45,139.3511,151.1052
2017-09-22,11.1081,351.09,928.53,139.2264,149.6276
2017-09-25,11.2019,344.99,920.97,139.9363,148.3075
2017-09-26,11.1925,345.25,924.86,140.5982,150.859
2017-09-27,11.2113,340.97,944.49,139.7349,151.9327
2017-09-28,11.2207,339.6,949.5,139.7349,150.9969
2017-09-29,11.2301,341.1,959.11,139.1785,151.8244
2017-10-02,11.3426,341.53,953.27,140.6942,151.519
2017-10-03,11.5772,348.14,957.79,140.8093,152.179
2017-10-04,11.5397,355.01,951.68,140.5215,151.1939
2017-10-05,11.4927,355.33,969.96,140.7517,153.0754
2017-10-06,11.549,356.88,978.89,140.5215,152.9868
2017-10-09,11.5772,342.94,977.0,141.3945,153.5187
2017-10-10,11.6241,355.59,972.6,142.4593,153.5778
2017-10-11,11.6147,354.6,989.25,141.6151,154.2182
2017-10-12,11.3708,355.68,987.83,141.0491,153.6764
2017-10-13,11.3051,355.57,989.68,141.1163,154.6516
2017-10-16,11.3708,350.6,992.0,140.8573,157.4986
2017-10-17,11.5115,355.75,992.18,140.5791,158.0798
2017-10-18,11.4365,359.65,992.81,153.0407,157.3803
2017-10-19,11.474,351.81,984.45,154.3549,153.6567
2017-10-20,11.493,345.1,988.2,155.4773,153.9226
2017-10-23,11.436,337.02,968.45,153.0598,153.8438
2017-10-24,11.5785,337.34,970.54,149.5391,154.76
2017-10-25,11.4645,325.84,973.33,147.2511,154.0802
2017-10-26,11.6545,326.17,972.56,147.3519,155.0654
2017-10-27,11.455,320.87,1019.27,147.4286,160.6213
2017-10-30,11.493,320.08,1017.11,148.081,164.2367
2017-10-31,11.6545,331.53,1016.64,147.7932,166.5221
2017-11-01,11.7304,321.08,1025.5,147.7644,164.4041
2017-11-02,11.7969,299.26,1025.58,147.112,165.606
2017-11-03,11.7399,306.09,1032.48,145.414,169.9306
2017-11-06,11.7114,302.78,1025.9,144.7041,171.6545
2017-11-07,11.55,306.05,1033.33,145.1934,172.2062
2017-11-08,11.455,304.39,1039.85,145.4045,173.6149
2017-11-09,11.436,302.99,1031.26,145.6272,173.2602
2017-11-10,11.4075,302.99,1028.07,144.5227,172.6868
2017-11-13,11.55,315.4,1025.75,143.7863,171.9948
2017-11-14,11.417,308.7,1026.0,144.2611,169.3946
2017-11-15,11.398,311.3,1020.91,142.5267,167.1603
2017-11-16,11.436,312.5,1032.5,144.4839,169.1574
2017-11-17,11.4075,315.05,1019.09,144.3386,168.2181
2017-11-20,11.5215,308.74,1018.38,145.8307,168.0501
2017-11-21,11.512,317.81,1034.49,147.2259,171.1742
2017-11-22,11.4645,312.6,1035.96,147.0515,172.9735
2017-11-24,11.493,315.55,1040.61,147.1194,172.9834
2017-11-27,11.5025,316.81,1054.21,147.255,172.1134
2017-11-28,11.5975,317.55,1047.41,147.7298,171.105
2017-11-29,11.9299,307.54,1021.66,148.7762,167.5558
2017-11-30,11.8919,308.85,1021.41,149.1831,169.8988
2017-12-01,11.9489,306.53,1010.17,149.9486,169.1079
2017-12-04,11.9964,305.2,998.68,151.5957,167.8721
2017-12-05,11.8064,303.7,1005.15,150.5202,167.7139
2017-12-06,11.7589,313.26,1018.38,149.3091,167.0911
2017-12-07,11.9014,311.24,1030.93,148.7956,167.3976
2017-12-08,11.9774,315.13,1037.05,149.997,167.447
2017-12-11,11.9489,328.91,1041.1,150.5784,170.7095
2017-12-12,11.9679,341.03,1040.48,151.867,169.7505
2017-12-13,11.9964,339.03,1040.61,149.125,170.3141
2017-12-14,11.8349,337.89,1049.15,149.2122,170.2646
2017-12-15,11.9489,343.45,1064.19,147.7588,171.9948
2017-12-18,12.0249,338.87,1077.14,148.563,174.417
2017-12-19,12.0534,331.1,1070.68,148.4661,172.5583
2017-12-20,12.0819,328.98,1064.95,148.1949,172.3705
2017-12-21,11.9964,331.66,1063.63,146.7899,173.023
2017-12-22,11.9489,325.2,1060.12,147.7588,173.023
2017-12-26,11.9679,317.29,1056.74,148.0786,168.6334
2017-12-27,11.8729,311.64,1049.37,148.3693,168.663
2017-12-28,11.9489,315.36,1048.14,149.251,169.1376
2017-12-29,11.8634,311.35,1046.4,148.6502,167.3086
